,rua,bairro,area,quartos,banheiros,vagas,preco,erro_preco
234,Alto de Pinheiros , Alto de Pinheiros ,360,3,5,4,4950000,13750.0
235,Vila Olímpia , Vila Olímpia ,120,3,4,2,1550000,12916.666666666666
236,Rua Doutora Maria Augusta Saraiva , Vila Olímpia ,120,3,2,2,1550000,12916.666666666666
238,Jardim Franca , Jardim Franca ,381,4,4,6,1250000,3280.839895013123
239,Rua Banibás , Alto de Pinheiros ,750,5,5,8,6500000,8666.666666666666
"240,""Rua Comendador Gabriel Calfat, 51 "", Jardim Leonor ,554,4,7,4,2750000,4963.898916967509"
242,Santo Amaro , Santo Amaro ,250,3,6,2,1600000,6400.0
"243,""Rua Barbalha, 90 "", Alto da Lapa ,229,3,2,2,949000,4144.10480349345"
244,Rua Alfredo Pinheiro , Parque Continental ,200,3,2,2,710000,3550.0
"245,""Rua Salvador Simões, 0 "", Vila Dom Pedro I ,198,3,4,3,972000,4909.090909090909"
"246,""Rua Alexandre Teixeira, 85 "", Vila Euthalia ,130,2,2,2,350000,2692.3076923076924"
247,Rua Irmã Amélia , Vila Prudente ,147,3,3,3,820000,5578.231292517007
"248,""Alameda dos Apetupás, 550 "", Planalto Paulista ,400,4,4,4,2100000,5250.0"
249,Rua Agrovila , Campo Belo ,178,3,3,3,1250000,7022.471910112359
250,Rua Doutor José Manoel de Figueiredo Netto , Santana ,66,4,3,1,590000,8939.39393939394
251,Avenida Piassanguaba , Planalto Paulista ,260,3,5,2,2350000,9038.461538461539
252,Jardim Guedala , Jardim Guedala ,584,4,6,4,2950000,5051.369863013699
254,Travessa Palma,de,125,2,1,1,370000,2960.0
255,Mooca , Mooca ,80,2,2,4,870000,10875.0
"256,""Rua Roncador, 11 "", Vila Corberi ,100,3,1,2,340000,3400.0"
257,Rua Douro , São Judas ,831,4,8,4,16000000,19253.91095066185
258,Jardim América , Jardim América ,617,4,4,8,9500000,15397.082658022691
260,Alto da Lapa , Alto da Lapa ,180,4,2,4,1290000,7166.666666666667
261,Rua Aquiramun , Alto de Pinheiros ,680,4,6,3,11700000,17205.882352941175
262,Vila Gustavo , Vila Gustavo ,129,3,2,2,750000,5813.953488372093
263,Rua Palmeira,Batuá ,120,3,3,2,550000,4583.333333333333
264,Rua Maestro Elias Lobo , Jardim Paulista ,191,3,4,1,2590000,13560.20942408377
"265,""Rua Bariri, 0 "", Vila Carrão ,170,3,2,4,630000,3705.8823529411766"
267,Rua Lourenço Castanho , Vila Nova Conceição ,280,4,3,8,3995000,14267.857142857143
268,Rua Costa Aguiar , Ipiranga ,220,3,4,4,1490000,6772.727272727273
269,Rua dos Franceses , Morro dos Ingleses ,1039,6,7,20,22000000,21174.205967276226
270,Rua Marechal Santos Barreto , Vila Prudente ,101,3,4,2,600000,5940.59405940594
"272,""Rua Helena Ricceli Luchetti, 190 "", Parque Savoy City ,160,3,2,2,580000,3625.0"
273,Sumaré , Sumaré ,631,4,5,6,3500000,5546.75118858954
274,Jardim Franca , Jardim Franca ,300,4,6,4,1600000,5333.333333333333
"275,""Rua Dinamarca, 136 "", Jardim Europa ,600,7,7,6,10600000,17666.666666666668"
276,Pacaembu , Pacaembu ,306,4,3,2,2000000,6535.9477124183
"277,""Travessa Doutor Ezequiel Antunes de Oliveira, 103 "", Vila Nova Conceição ,120,3,4,3,2850000,23750.0"
"278,""Rua Ximbó, 410 "", Aclimação ,140,4,3,4,800000,5714.285714285715"
"279,""Rua Chico de Paula, 514 "", Nossa Senhora do Ó ,354,5,5,6,1350000,3813.5593220338983"
"280,""Rua Gregório Lazzarini, 55 "", Jardim Três Marias ,120,3,3,4,380000,3166.6666666666665"
"281,""Rua Professor Guilherme Belfort Sabino, 230 "", Campininha ,164,2,1,1,440000,2682.9268292682927"
282,Rua Califórnia , Cidade Monções ,120,4,3,2,780000,6500.0
"283,""Rua Thomaz Antônio Villani, 50 "", Vila Santa Maria ,140,3,2,3,780000,5571.428571428572"
285,Rua Rodrigues de Campos Leite , Vila Ipojuca ,135,3,4,2,799000,5918.518518518518
"287,""Rua Nélio Batista Guimarães, 0 "", Parque Boturussu ,171,3,1,4,420000,2456.1403508771928"
288,Jardim Santo Amaro , Jardim Santo Amaro ,240,2,4,6,1800000,7500.0
290,Rua Arapuã , Vila Guarani (Z Sul) ,180,3,3,2,559000,3105.5555555555557
291,Jardim Ampliação , Jardim Ampliação ,160,3,4,3,799000,4993.75
293,Rua Kansas , Brooklin Paulista ,200,3,1,10,2240000,11200.0
294,Rua Amâncio Klein , Vila das Belezas ,160,6,3,4,550000,3437.5
295,Vila Matilde , Vila Matilde ,120,3,2,1,530000,4416.666666666667
296,Vila Ida , Vila Ida ,255,3,5,3,2200000,8627.450980392157
"297,""Rua Dorandia, 62 "", Jardim Brasil (Zona Norte) ,100,4,3,4,600000,6000.0"
299,Avenida George Saville Dodd , Jardim Guedala ,770,4,1,6,7000000,9090.90909090909
300,Rua General Vitorino Monteiro , Vila Romana ,450,5,5,4,2100000,4666.666666666667
301,Rua São Borja , Cidade Vargas ,480,3,2,4,1060000,2208.3333333333335
"302,""Rua José de Freitas Guimarães, 353 "", Pacaembu ,400,2,5,3,2150000,5375.0"
303,Vila Prudente , Vila Prudente ,296,3,5,6,1800000,6081.081081081081
304,Rua Doutor Octávio de Oliveira Santos , Brooklin Paulista ,200,3,4,2,1070000,5350.0
305,Jardim Guedala , Jardim Guedala ,400,4,3,4,1800000,4500.0
306,Rua Cássio Martins Vilaça , Pacaembu ,288,4,5,3,2890000,10034.722222222223
307,Rua Deolinda de Oliveira , Vila Moraes ,150,3,2,2,435000,2900.0
"308,""Rua Mateus Clemente, 0 "", Jardim Alvorada (Zona Oeste) ,180,3,4,3,450000,2500.0"
309,Rua Doutor Martins de Oliveira , Jardim Londrina ,300,4,4,2,1290000,4300.0
310,Jardim Guedala , Jardim Guedala ,750,4,7,4,6900000,9200.0
"311,""Rua Teviot, 50 "", Vila Nova Conceição ,120,2,2,2,1620000,13500.0"
312,Vila Nova Conceição , Vila Nova Conceição ,190,3,3,2,2290000,12052.631578947368
313,Jardim Guedala , Jardim Guedala ,750,4,7,4,6900000,9200.0
"314,""Rua Teviot, 50 "", Vila Nova Conceição ,120,2,2,2,1620000,13500.0"
315,Vila Nova Conceição , Vila Nova Conceição ,190,3,3,2,2290000,12052.631578947368
"316,""Rua Professor Alfredo Ashcar, 185 "", Jardim Leonor ,250,3,5,4,1200000,4800.0"
"317,""Rua Barão de Juparanã, 666 "", Vila Zelina ,230,5,5,2,990000,4304.347826086957"
318,Vila Madalena , Vila Madalena ,391,4,5,4,2850000,7289.002557544757
"319,""Rua Albertina, 135 "", Tremembé ,440,3,5,5,1780000,4045.4545454545455"
320,Travessa Doutor Ezequiel Antunes de Oliveira , Vila Nova Conceição ,170,3,5,3,2400000,14117.64705882353
321,Praça Doutor João Guilherme Flocke , Vila Madalena ,380,7,5,6,3200000,8421.052631578947
"322,""Rua Laurindo Sbampato, 62 "", Vila Guilherme ,130,3,2,2,660000,5076.923076923077"
"323,""Rua Santos Dumont, 438 "", Jardim Petrópolis ,763,5,6,4,3490000,4574.049803407602"
324,Rua São Leônidas , Santo Amaro ,232,3,2,3,1000000,4310.3448275862065
325,Rua Iraci , Jardim Paulistano ,136,3,4,3,1800000,13235.29411764706
326,Rua dos Franceses , Morro dos Ingleses ,125,3,2,2,1150000,9200.0
327,Rua Madalena , Vila Madalena ,488,4,6,3,2950000,6045.081967213115
329,Rua Doutor Roberto Moreira , Jardim Leonor ,700,3,8,6,4000000,5714.285714285715
330,Alto da Lapa , Alto da Lapa ,135,1,2,4,1550000,11481.481481481482
332,Rua Professora Sebastiana Silva Minhoto , Tatuapé ,147,2,3,3,690000,4693.877551020408
"333,""Rua Caropá, 652 "", Vila Madalena ,192,3,3,2,1600000,8333.333333333334"
334,Rua Meru , Parque da Vila Prudente ,201,3,3,4,960000,4776.119402985075
335,Rua Mateus Martins do Prado , Parque Alves de Lima ,158,4,4,2,820000,5189.873417721519
336,Rua Gregório Paes de Almeida , Vila Madalena ,280,3,3,4,2500000,8928.57142857143
"338,""Rua Ovídio Lopes, 157 "", Parque Boturussu ,125,2,1,1,315000,2520.0"
339,Rua Lourenço de Azevedo , Vila Morse ,240,3,2,3,1300000,5416.666666666667
340,Rua Marcos Lopes , Vila Nova Conceição ,200,5,5,3,3880000,19400.0
341,Jardim Camargo Novo , Jardim Camargo Novo ,300,4,5,7,950000,3166.6666666666665
342,Chácara Santo Antônio (Zona Sul) , Chácara Santo Antônio (Zona Sul) ,150,3,2,1,795000,5300.0
